Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,My Rating (%),Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Read Count,Owned Copies,Year Read,Years on List,Lit Publisher Flag,Genre/Commercial Publisher Flag,Critical Signal Proxy,Amazon Consumer Signal Proxy,Author Books Read,Author Avg Rating,Author Best Rating,Author Known Flag,Author 4+ Rate,Author 5★ Rate,Author Tier,Predicted 4+ Probability,Predicted 5★ Probability,Distinctiveness Score,Momentum Score,Repetition Risk,Critical_Reception,Crowd_Divergence,Master Decision Score,Suggested Bucket,User Action,User Notes,Decision Bucket %,Is_4Plus,Is_5Star,Key,Legacy Decision Score (Model 1 — do not reference),Legacy Tag-Adjusted Score (v4 — superseded),R1_Slow,R2_Repetitive,R3_VibeClash,R4_HighConcept,R5_Dense,R6_WeakWriting,R7_SeriesFatigue,P1_Distinctive,P2_Propulsive,P3_Emotional,P4_Clever,P5_Structure,P6_Voice,V1_Speculative,V2_Dark,V3_Romantic,V4_PlotDriven,V5_Atmospheric,V6_ShortOrStandalone,Risk_Score,Reward_Score,G0_Genre,G1_Subgenre
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,,,5,1,4.58,Scholastic Inc,Paperback,652,2006,2005,,2012-08-03 0:00:00,"r2-repetitive, p2-propulsive, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-fantasy, g1-portal-fantasy",,read,2,0,,13.64,0,1,0,3,7,5,5,1,1,1,2,0.9753676471,0.9362132353,2,2,0,2,0,100.00%,Strong Keep,,,0.95,1,1,"harry potter and the half-blood prince (harry potter, #6)|j.k. rowling",0.9963621324,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0.2,0.7,Fantasy,Portal Fantasy
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,1250048117,9781250048110,4,0.8,3.91,Henry Holt & Company,Hardcover,358,2012,2012,2021-04-18 0:00:00,2012-08-04 0:00:00,"p3-emotional, p4-clever, p5-structure, v2-dark, v3-romantic, v4-plotdriven, v5-atmospheric, g0-fantasy, g1-epic-fantasy",,read,1,0,2021,13.64,0,0,0,1,9,4.777777778,5,1,1,0.7777777778,2,0.6803676471,0.5891021242,2,2,0,1,1,100.00%,Strong Keep,,,0.85,1,0,"shadow and bone (shadow and bone, #1)|leigh bardugo",0.864048799,0.7441,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0.6,Fantasy,Epic Fantasy
29226553,"Dark Age (Red Rising Saga, #5)",Pierce Brown,"Brown, Pierce",,0425285952,9780425285954,4,0.8,4.51,Del Rey,ebook,704,2019,2019,2019-09-24 0:00:00,2019-08-31 0:00:00,"p2-propulsive, p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-science-fiction, g1-dystopian",,read,1,0,2019,6.57,0,1,0,3,5,4.6,5,1,1,0.6,2,0.9753676471,0.7362132353,2,2,1,1,0,100.00%,Strong Keep,,,0.95,1,0,"dark age (red rising saga, #5)|pierce brown",0.9903621324,0.8521,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0.2,0.7,Science Fiction,Dystopian
29363501,"Fantastic Beasts and Where to Find Them: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #1)",J.K. Rowling,"Rowling, J.K.",,1338109065,9781338109061,0,,4.15,Arthur A. Levine Books,Hardcover,293,2016,2016,,2017-12-17 0:00:00,"strong-keep, r3-vibeclash, r6-weakwriting, p6-voice, v1-speculative, v2-dark, v3-romantic, g0-fantasy, g1-portal-fantasy",to-read (#122),to-read,0,0,,8.27,0,0,1,3,7,5,5,1,1,1,2,0.8003676471,0.7962132353,2,2,0,1,1,100.00%,Strong Keep,Strong Keep,,0.95,0,0,"fantastic beasts and where to find them: the original screenplay (fantastic beasts: the original screenplay, #1)|j.k. rowling",0.9799121324,0.8712,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0.08,0.35,Fantasy,Portal Fantasy
10079321,"The Magician King (The Magicians, #2)",Lev Grossman,"Grossman, Lev",,043402080X,9780434020805,5,1,3.93,William Heinemann,Paperback,432,2011,2011,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-fantasy, g1-portal-fantasy","favorites (#5), sitting-on-my-desk (#7)",read,1,0,,13.64,0,0,0,1,4,4.25,5,1,0.75,0.75,1,0.5903676471,0.5832132353,2,2,0,1,0,100.00%,Strong Keep,,,0.85,1,1,"the magician king (the magicians, #2)|lev grossman",0.8800721324,0.8132,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0.7,Fantasy,Portal Fantasy
101146072,The Square of Sevens,Laura Shepherd-Robinson,"Shepherd-Robinson, Laura",,1668031124,9781668031124,5,1,4.12,Atria Books,Hardcover,528,2023,2023,2025-05-25 0:00:00,2025-05-19 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v4-plotdriven, v6-shortorstandalone, g0-historical-fiction, g1-literary-historical",,read,1,0,2025,0.85,0,1,0,3,1,5,5,1,1,1,0,0.6601029412,0.5555330882,2,2,0,1,1,100.00%,Strong Keep,,,0.95,1,1,the square of sevens|laura shepherd-robinson,0.9628731985,0.6305,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0.7,Historical Fiction,Literary Historical
10439597,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide, #1)",Douglas Adams,"Adams, Douglas",,3320258648,9783320258641,5,1,4.22,Pan Books,Mass Market Paperback,159,1979,1979,,2012-08-03 0:00:00,"r2-repetitive, p3-emotional, p4-clever, p6-voice, v2-dark, v3-romantic, g0-science-fiction, g1-space-opera",,read,1,0,,13.64,0,0,2,3,5,5,5,1,1,1,2,0.8353676471,0.8242132353,2,2,0,2,1,100.00%,Strong Keep,,,0.95,1,1,"the hitchhiker's guide to the galaxy (hitchhiker's guide, #1)|douglas adams",0.9832021324,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0.45,Science Fiction,Space Opera
10439703,"Aloha from Hell (Sandman Slim, #3)",Richard Kadrey,"Kadrey, Richard",,0061714321,9780061714320,5,1,4.03,Harper Voyager,Hardcover,438,2011,2011,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-fantasy, g1-urban-fantasy",,read,1,0,,13.64,0,1,0,2,6,4.5,5,1,0.8333333333,0.6666666667,2,0.6737009804,0.5815465686,2,2,0,0,0,100.00%,Strong Keep,,,0.95,1,1,"aloha from hell (sandman slim, #3)|richard kadrey",0.9646054657,0.6865,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0.7,Fantasy,Urban Fantasy
10644930,1963-11-22 0:00:00,Stephen  King,"King, Stephen",,1451627289,9781451627282,5,1,4.35,Scribner,Hardcover,849,2011,2011,2014-01-28 0:00:00,2013-01-22 0:00:00,"r7-seriesfatigue, p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-science-fiction, g1-speculative",,read,1,0,2014,13.17,1,0,3,2,2,5,5,1,1,1,2,0.9003676471,0.8762132353,2,2,0,2,1,100.00%,Strong Keep,,,0.95,1,1,11/22/63|stephen king,0.9893121324,0.9608,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0.05,0.7,Science Fiction,Speculative
6320534,Under the Dome,Stephen  King,"King, Stephen",,1439148503,9781439148501,0,,3.93,Scribner,Hardcover,1074,2009,2009,,2013-01-22 0:00:00,"strong-keep, r3-vibeclash, r6-weakwriting, p3-emotional, p4-clever, p5-structure, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-science-fiction, g1-speculative",to-read (#43),to-read,0,0,,13.17,1,0,2,0,2,5,5,1,1,1,2,0.6903676471,0.7082132353,2,1,0,1,1,100.00%,Strong Keep,Strong Keep,,0.85,0,0,under the dome|stephen king,0.8908221324,0.619,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0.08,0.6,Science Fiction,Speculative
11870085,The Fault in Our Stars,John Green,"Green, John",,,,5,1,4.12,Dutton Books,Hardcover,313,2012,2012,2012-12-25 0:00:00,2012-12-20 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v4-plotdriven, v5-atmospheric, g0-literary-fiction, g1-contemporary-literary",,read,1,0,2012,13.26,0,0,1,3,3,4,5,1,0.6666666667,0.3333333333,1,0.6520343137,0.450879902,2,2,0,2,0,100.00%,Strong Keep,,,0.95,1,1,the fault in our stars|john green,0.959168799,0.5259,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0.7,Literary Fiction,Contemporary Literary
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,,,5,1,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, g0-fantasy, g1-urban-fantasy",favorites (#3),read,1,0,,13.64,0,1,1,3,4,4,5,1,0.75,0.25,1,0.7503676471,0.4612132353,2,2,0,2,0,100.00%,Strong Keep,,,0.95,1,1,"good omens: the nice and accurate prophecies of agnes nutter, witch|terry pratchett",0.9663621324,0.6562,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0.7,Fantasy,Urban Fantasy
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,0756404738,9780756404734,5,1,4.55,DAW Books,Hardcover,994,2011,2011,,2012-08-03 0:00:00,"r2-repetitive, r3-vibeclash, p3-emotional, p4-clever, p5-structure, p6-voice, v1-speculative, v2-dark, v3-romantic, v5-atmospheric, g0-fantasy, g1-epic-fantasy",favorites (#12),read,1,0,,13.64,0,0,1,2,3,4.666666667,5,1,1,0.6666666667,2,0.9753676471,0.7695465686,2,2,0,1,0,100.00%,Strong Keep,,,0.95,1,1,"the wise man's fear (the kingkiller chronicle, #2)|patrick rothfuss",0.9913621324,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0.85,Fantasy,Epic Fantasy
11710373,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,"Gabaldon, Diana",,0385344430,9780385344432,5,1,4.55,Delacorte Press,Hardcover,825,2014,2014,2014-10-07 0:00:00,2014-08-05 0:00:00,"r3-vibeclash, r4-highconcept, r7-seriesfatigue, p2-propulsive, p4-clever, p5-structure, v2-dark, v3-romantic, v5-atmospheric, g0-historical-fiction, g1-literary-historical",,read,1,0,2014,11.64,0,1,0,3,8,4.5,5,1,0.8888888889,0.4444444444,1,0.9309232026,0.6584354575,2,2,0,0,0,62.43%,Maybe,,,0.95,1,1,"written in my own heart's blood (outlander, #8)|diana gabaldon",0.9849176879,0.729,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0.43,0.6,Historical Fiction,Literary Historical
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,0316166685,9780316166683,5,1,3.86,"Little, Brown and Company",Mass Market Paperback,372,2006,2002,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, v1-speculative, v2-dark, v3-romantic, v4-plotdriven, g0-literary-fiction, g1-contemporary-literary",,read,1,0,,13.64,0,0,0,0,1,5,5,1,1,1,0,0.4781029412,0.3605330882,2,2,0,2,1,100.00%,Strong Keep,,,0.75,1,1,the lovely bones|alice sebold,0.7867831985,0.4355,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0.75,Literary Fiction,Contemporary Literary
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,,,5,1,4.31,Penguin Books,Paperback,487,2005,2001,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v4-plotdriven, v5-atmospheric, v6-shortorstandalone, g0-historical-fiction, g1-literary-historical",,read,1,0,,13.64,0,0,1,3,1,5,5,1,1,1,0,0.7931029412,0.6980330882,2,2,0,2,1,100.00%,Strong Keep,,,0.95,1,1,"the shadow of the wind (the cemetery of forgotten books, #1)|carlos ruiz zafón",0.9764581985,0.793,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0.7,Historical Fiction,Literary Historical
124019742,The Golem of Brooklyn,Adam Mansbach,"Mansbach, Adam",,059372982X,9780593729823,5,1,3.95,One World,Paperback,272,2023,2023,2025-03-21 0:00:00,2025-03-15 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, g0-fantasy, g1-urban-fantasy",,read,1,0,2025,1.03,1,0,2,2,1,5,5,1,1,1,0,0.5411029412,0.4280330882,2,2,0,1,1,100.00%,Strong Keep,,,0.85,1,1,the golem of brooklyn|adam mansbach,0.8944681985,0.473,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0.7,Fantasy,Urban Fantasy
1241,A Million Little Pieces,James Frey,"Frey, James",,0307276902,9780307276902,5,1,3.69,Anchor Books,Paperback,515,2005,2003,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, v1-speculative, v2-dark, v4-plotdriven, g0-nonfiction, g1-memoir",,read,1,0,,13.64,0,0,0,0,2,4.5,5,1,1,0.5,2,0.5703676471,0.3622132353,2,2,0,1,1,100.00%,Strong Keep,,,0.6,1,1,a million little pieces|james frey,0.6020421324,0.4372,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0.75,Nonfiction,Memoir
13,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,0345453743,9780345453747,5,1,4.38,Del Rey Books,Paperback,815,2002,1996,,2012-08-04 0:00:00,"r2-repetitive, r4-highconcept, p2-propulsive, p3-emotional, p4-clever, p6-voice, v2-dark, v3-romantic, g0-science-fiction, g1-speculative",,read,1,0,,13.64,0,1,1,3,5,5,5,1,1,1,2,0.9153676471,0.8882132353,2,2,0,2,1,100.00%,Strong Keep,,,0.95,1,1,"the ultimate hitchhiker’s guide to the galaxy (hitchhiker's guide to the galaxy, #1-5)|douglas adams",0.9907221324,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.38,0.45,Science Fiction,Speculative
13061169,The Worldwide Dessert Contest,Dan Elish,"Elish, Dan",,,,5,1,4.44,Alina Adams Media,Kindle Edition,162,2011,1988,2013-05-14 0:00:00,2013-05-08 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v6-shortorstandalone, g0-literary-fiction, g1-contemporary-literary",,read,1,0,2013,12.88,0,0,2,3,1,5,5,1,1,1,0,0.8841029412,0.7955330882,2,2,0,0,1,100.00%,Strong Keep,,,0.95,1,1,the worldwide dessert contest|dan elish,0.9857531985,0.9905,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.7,Literary Fiction,Contemporary Literary
13456414,A Short Stay in Hell,Steven L. Peck,"Peck, Steven L.",,098374842X,9780983748427,5,1,4.15,Strange Violin Editions,Paperback,108,2012,2011,2025-01-20 0:00:00,2025-01-06 0:00:00,"p3-emotional, p4-clever, p5-structure, v2-dark, v3-romantic, v4-plotdriven, g0-horror, g1-supernatural-horror",,read,1,0,2025,1.22,0,0,1,3,1,5,5,1,1,1,0,0.6811029412,0.5780330882,2,2,0,0,1,100.00%,Strong Keep,,,0.95,1,1,a short stay in hell|steven l. peck,0.9650181985,0.653,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0.6,Horror,Supernatural Horror
13547180,Brain on Fire: My Month of Madness,Susannah Cahalan,"Cahalan, Susannah",,145162137X,9781451621372,5,1,4.09,Free Press,Hardcover,250,2012,2012,2014-02-21 0:00:00,2014-02-18 0:00:00,"p3-emotional, p4-clever, p5-structure, v2-dark, v4-plotdriven, v6-shortorstandalone, g0-nonfiction, g1-memoir",,read,1,0,2014,12.1,0,0,1,2,1,5,5,1,1,1,0,0.6391029412,0.5330330882,2,2,0,2,1,100.00%,Strong Keep,,,0.95,1,1,brain on fire: my month of madness|susannah cahalan,0.9607281985,0.608,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0.6,Nonfiction,Memoir
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,,,5,1,4.15,Penguin,Paperback,306,1999,1963,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v1-speculative, v2-dark, v3-romantic, v4-plotdriven, g0-science-fiction, g1-speculative",,read,1,0,,13.64,0,0,2,3,3,5,5,1,1,1,2,0.8003676471,0.7962132353,2,2,0,3,1,100.00%,Strong Keep,,,0.95,1,1,cat’s cradle|kurt vonnegut jr.,0.9799121324,0.9912,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0.85,Science Fiction,Speculative
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,1616960922,9781616960926,5,1,4.37,Tachyon Publications,Paperback,175,2012,2012,2015-07-12 0:00:00,2015-07-09 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v6-shortorstandalone, g0-fantasy, g1-epic-fantasy",,read,1,0,2015,10.71,0,0,1,3,3,4,5,1,0.6666666667,0.3333333333,1,0.7770343137,0.550879902,2,2,0,3,0,100.00%,Strong Keep,,,0.95,1,1,the emperor's soul|brandon sanderson,0.970918799,0.7459,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0.7,Fantasy,Epic Fantasy
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,5,1,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2012-08-03 0:00:00,"r2-repetitive, p2-propulsive, p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-fantasy, g1-portal-fantasy",,read,2,0,,13.64,0,0,1,2,7,5,5,1,1,1,2,0.9753676471,0.9362132353,2,2,0,3,0,100.00%,Strong Keep,,,0.95,1,1,"harry potter and the deathly hallows (harry potter, #7)|j.k. rowling",0.9963621324,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0.2,0.7,Fantasy,Portal Fantasy
14050,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,0965818675,9780965818674,5,1,4,MacAdam/Cage,Paperback,537,2003,2003,,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, v1-speculative, v2-dark, v3-romantic, v4-plotdriven, v5-atmospheric, g0-science-fiction, g1-speculative",,read,1,0,,13.64,0,0,1,0,2,4.5,5,1,1,0.5,2,0.7253676471,0.4862132353,2,2,0,2,0,100.00%,Strong Keep,,,0.95,1,1,the time traveler's wife|audrey niffenegger,0.9653621324,0.5612,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0.75,Science Fiction,Speculative
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,0060557818,9780060557812,5,1,4.16,William Morrow Paperbacks,Paperback,370,2003,1996,2016-05-02 0:00:00,2012-08-03 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-fantasy, g1-urban-fantasy",favorites (#2),read,1,0,2016,13.64,0,1,1,3,21,4.380952381,5,1,0.9523809524,0.4285714286,1,0.786320028,0.5144989496,2,2,0,2,0,100.00%,Strong Keep,,,0.95,1,1,"neverwhere (london below, #1)|neil gaiman",0.9704773704,0.7095,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0.7,Fantasy,Urban Fantasy
150247395,"The Tainted Cup (Shadow of the Leviathan, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,1984820702,9781984820709,5,1,4.3,Del Rey,Hardcover,410,2024,2024,,2023-12-18 0:00:00,"p3-emotional, p4-clever, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-mystery, g1-crime-noir",,read,2,0,,2.27,0,1,0,3,1,5,5,1,1,1,0,0.7861029412,0.6905330882,2,2,0,1,1,100.00%,Strong Keep,,,0.95,1,1,"the tainted cup (shadow of the leviathan, #1)|robert jackson bennett",0.9757431985,0.8855,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0.45,Mystery,Crime Noir
51987993,The Once and Future Witches,Alix E. Harrow,"Harrow, Alix E.",,,,0,,4.02,Redhook,Hardcover,528,2020,2020,,2020-10-26 0:00:00,"strong-keep, r2-repetitive, r3-vibeclash, p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v5-atmospheric, g0-fantasy, g1-dark-fantasy",to-read (#229),to-read,0,0,,5.41,0,1,0,1,3,5,5,1,1,1,2,0.7353676471,0.7442132353,2,1,0,2,1,100.00%,Strong Keep,Strong Keep,,0.95,0,0,the once and future witches|alix e. harrow,0.9738021324,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0.7,Fantasy,Dark Fantasy
50794839,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,1338635174,9781338635171,0,,3.99,Scholastic Press,Hardcover,528,2020,2020,,2020-07-03 0:00:00,"strong-keep, r4-highconcept, p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-science-fiction, g1-dystopian",to-read (#226),to-read,0,0,,5.73,0,1,0,1,3,5,5,1,1,1,2,0.7203676471,0.7322132353,2,2,0,1,1,100.00%,Strong Keep,Strong Keep,,0.95,0,0,"the ballad of songbirds and snakes (the hunger games, #0)|suzanne collins",0.9611421324,0.7922,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0.18,0.7,Science Fiction,Dystopian
220817728,Atmosphere,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,,,0,,4.33,Ballantine Books,Hardcover,337,2025,2025,,2024-12-31 0:00:00,"strong-keep, r2-repetitive, p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v5-atmospheric, g0-literary-fiction, g1-contemporary-literary",to-read (#369),to-read,0,0,,1.23,0,1,0,3,3,5,5,1,1,1,2,0.8903676471,0.8682132353,2,2,0,1,1,100.00%,Strong Keep,Strong Keep,,0.95,0,0,atmosphere|taylor jenkins reid,0.9883721324,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0.7,Literary Fiction,Contemporary Literary
15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,"Wecker, Helene",,0062110837,9780062110831,5,1,4.13,Harper,Hardcover,486,2013,2013,2013-09-12 0:00:00,2013-09-06 0:00:00,"r3-vibeclash, p3-emotional, p5-structure, v2-dark, v3-romantic, v5-atmospheric, g0-fantasy, g1-urban-fantasy",,read,1,0,2013,12.55,0,0,1,3,2,5,5,1,1,1,2,0.7903676471,0.7882132353,2,2,0,2,1,100.00%,Strong Keep,,,0.95,1,1,"the golem and the jinni (the golem and the jinni, #1)|helene wecker",0.9789721324,0.9132,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0.35,Fantasy,Urban Fantasy
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,5,1,4.27,Del Rey,Hardcover,382,2014,2014,2017-11-01 0:00:00,2017-10-08 0:00:00,"p3-emotional, p4-clever, p5-structure, v2-dark, v3-romantic, v4-plotdriven, v6-shortorstandalone, g0-science-fiction, g1-dystopian",,read,1,0,2017,8.46,0,1,0,3,5,4.6,5,1,1,0.6,2,0.8603676471,0.6442132353,2,2,0,1,0,100.00%,Strong Keep,,,0.95,1,1,"red rising (red rising saga, #1)|pierce brown",0.9795521324,0.8992,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.6,Science Fiction,Dystopian
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,5,1,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2012-08-03 0:00:00,"r2-repetitive, p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v6-shortorstandalone, g0-fantasy, g1-portal-fantasy",,read,2,0,,13.64,0,0,2,3,7,5,5,1,1,1,2,0.9403676471,0.9082132353,2,2,0,3,1,100.00%,Strong Keep,,,0.95,1,1,"harry potter and the chamber of secrets (harry potter, #2)|j.k. rowling",0.9930721324,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.7,Fantasy,Portal Fantasy
16068905,Fangirl,Rainbow Rowell,"Rowell, Rainbow",,,,5,1,3.93,St. Martin's Griffin,ebook,483,2013,2013,2013-07-11 0:00:00,2013-07-07 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v1-speculative, v2-dark, v5-atmospheric, g0-literary-fiction, g1-contemporary-literary",,read,1,0,2013,12.72,0,1,0,2,4,4.5,5,1,1,0.5,2,0.6903676471,0.4582132353,2,2,0,1,1,100.00%,Strong Keep,,,0.85,1,1,fangirl|rainbow rowell,0.8833221324,0.5332,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0.85,Literary Fiction,Contemporary Literary
16100436,Love Minus Eighty,Will McIntosh,"McIntosh, Will",,0316217786,9780316217781,5,1,3.82,Orbit,Paperback,433,2013,2013,2014-02-18 0:00:00,2014-02-18 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v2-dark, v3-romantic, v4-plotdriven, v5-atmospheric, g0-science-fiction, g1-speculative",,read,1,0,2014,12.1,0,1,0,0,1,5,5,1,1,1,0,0.4501029412,0.3305330882,2,2,0,1,1,100.00%,Strong Keep,,,0.7,1,1,love minus eighty|will mcintosh,0.7389231985,0.3755,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0.7,Science Fiction,Speculative
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,0385741278,9780385741279,5,1,3.65,Delacorte Press,Paperback,320,2018,2014,2014-07-14 0:00:00,2014-07-11 0:00:00,"p3-emotional, p4-clever, p5-structure, p6-voice, v1-speculative, v2-dark, v4-plotdriven, v6-shortorstandalone, g0-mystery",,read,1,0,2014,11.71,0,1,0,1,1,5,5,1,1,1,0,0.3311029412,0.2030330882,2,2,0,2,1,100.00%,Strong Keep,,,0.5,1,1,we were liars|e. lockhart,0.5355181985,0.278,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0.85,Mystery,
